,Jobs,Companies,Locations,Salaries,Summaries,Link_Page
10,Business Analyst- Regulator and Change,Huxley,Melbourne VIC,$800 a week,"Business Analyst - Regulator & Change Location: Melbourne CBD Type: Day rate contract Length: 6 months rolling (Long term contract opportunities) Rate: Competitive As the Business Analyst you will be responsible to assist the program/project/portfolio management team with gathering requirements and expertise across all regulatory change. Ideally have extensive experience extracting information from both business and IT focused Stakeholders. You will have a very good Regulatory understanding ideally with specific knowledge of: Trade Surveillance MIFID (Markets in Financial Instruments Directive) FATCA Basel II OR Basel III Overall project requirements: Perform data gathering and develop Technical / Business requirements Convert business needs into Functional design Work with Data Analytics and help mind and understand large amounts of data Dealing with senior stakeholders Assist in the delivery of projects (all phases) Prepare Technical documents such as data mapping and functional specification documents Identify and manage gaps, determine the effectiveness of proposed solutions Assist in assessing and documenting the current state (AS-IS) of business to identify and recommend improvements and verification and validation of resulting requirements (TO-BE) Assist in identifying and managing gaps, determining the effectiveness of proposed solutions and assist in the preparation of developing business requirements documents and models If interested in the role and meet all the requirements apply now or contact Andrew on 0282512100. Alternatively contact me via linkedin www.linkedin.com/in/admcmanus Sthree Australia is acting as an Employment Business in relation to this vacancy. 30+ days ago - Save Job - Original Job View or apply to job Other Jobs You May Like Collaboration Business Analyst KPMG - Melbourne VIC 1 day ago Digital Business Analyst Squiz - Melbourne VIC 57 minutes ago Easily apply to this job Business Analyst Premiumit Recruitment. - Melbourne VIC 1 day ago Business Analyst - Data/Financial Melbourne,... Salt Recruitment - Melbourne VIC 1 day ago Business Analyst Just Digital People - Melbourne VIC 3 hours ago Business Analyst jobs in Melbourne VIC Jobs at Huxley in Melbourne VIC",https://au.indeed.com/viewjob?jk=951e1f9bc85317df&from=tp-serp&tk=1c3d5uqob10ar706
11,Senior Technology Business Analyst - Multiple Positions,ANZ Banking Group,Sydney NSW,Nothing Found,"Work with advanced industry technologies Rich Diversity & Inclusion agenda including LGBTI, Indigenous and female in management Opportunities for Melbourne and Sydney Locations Important Note: This is a 12 months fixed term contract role. About The Role This role will support Wealth Australia’s program of work to prepare the business for a potential sale or capital markets option. The role requires the analysis and translation of business requirements into functional/system specifications, the impact analysis of change, communication with business customers and stakeholders, key role in supporting solutions through the delivery lifecycle for the purposes of developing new, and/or enhancing existing applications. The incumbent will participate in business workshops, to clarify requirements and provide potential solutions to meet customers’ business needs with oversight by the Lead Systems Analyst/Senior Systems Analyst. The candidate will become an asset owner for the platforms serviced to ensure on-going viability of the platform. You will be working in software development Project contexts. You will also service the business through developing and maintaining Functional Requirement documents, ensuring that the quality of the applications are kept to a high standard and that the design principals already in place are adhered to. The incumbent must possess the ability to manage multiple projects and environments across an extensive portfolio. This role requires expertise in working with technical teams and the ability to triage technical issues and provide solutions in a timely manner. About You To be successful in this role, you will ideally bring the following: Strong Functional Requirements writing and gathering skills IT processes and methodologies experience Good communication, written and presentation skill Financial institution experience preferable Strong analytical and problem solving skills About ANZ ANZ is a leading regional bank with representation in 34 markets spreading across Australia, New Zealand, Asia Pacific, Middle East, Europe and America. As we continue our journey to build our global business and support our customers, we’re committed to attracting and retaining the best talent. We’ve made it our business to be an organisation where people strive and are rewarded for excellence. We’re exploring new and better ways to progress the business with energy and enthusiasm. Backed by a proud and established heritage, we’re focusing on building a bank that our customers love. Connected by integrity and clarity of strategy, there is a real sense of excitement about the future. At ANZ we aim to create an inclusive environment where employee differences such as gender, age, culture, disability, sexual orientation, family and caring responsibilities and religion are valued. We work flexibly at ANZ. Talk to us about how this role could be flexible for you. When you join ANZ, you'll join a connected community offering a world of opportunities to help you grow your career. Who knows where you might end up? Hear from our staff about their career journey with ANZ: https://www.youtube.com/watch?v=nyUCE1xOvzE To find out more about working at ANZ or to view other opportunities visit www.anz.com/careers. You may apply for this role by visiting ANZ Careers and search for reference AUS075695. 30+ days ago - save job - original job View or apply to job Other jobs you may like Senior Analyst, Cortex Data & Technologies AMP Limited - Sydney NSW 22 days ago Technical Business Analyst Ashdown Consulting - Sydney NSW 7 days ago Technical Business Analyst(Superannuation) konnectit Solutions - Sydney NSW 30+ days ago Easily apply to this job Senior Business Analyst NAB - National Australia Bank - Sydney NSW NAB - 19 days ago Business Analyst / Junior Project Manager Macquarie Group Limited - Sydney NSW 30+ days ago Senior Technology Business Analyst jobs in Sydney NSW Jobs at ANZ Banking Group in Sydney NSW",https://au.indeed.com/viewjob?jk=dbbca35d2062c18b&from=tp-serp&tk=1c3d5uqob10ar706
12,Business Analyst,people2people,North Ryde NSW,$450 - $550 a day,"The Opportunity This incredibly successful Australian employer works with a range of brands that are instantly recognizable and enjoyed by most Australians. Currently looking to gain more focused data insights in 2018, this organization is looking for a talented Business Analyst to assist in the implementation of a new data warehouse. The Role Working closely with the Finance Team you will be responsible for the successful implementation of the data warehouse. Duties will include: Reconciliation of data between the ""old"" and ""new"" data warehouse Reconciliation of PowerPivot and ""new"" data models Identify, clarify and solve any data variances Validate data models Update and maintain business rules and glossary items Undertake and sign off on UAT Stakeholder engagement Ad hoc tasks as required Your Background Excellent data analysis skills Finance background - ideally CPA / CA Qualified Strong SQL and PowerPivot skills Exposure to large IT projects and/or a Data Warehouse implementation Strong communication skills to liaise effectively with internal stakeholders across the organisation Prior use of the Microsoft Stack (PowerBI, SSRS, SSAS, MSD) will be highly regarded FMCG experience will also be highly regarded This is an exciting new opportunity that will look great on any CV. Please Apply Now or for more information call Kimberly Kaminski on (02) 8270 9737. SK927902A (SK917656A) (SK94503A) (SK923058A ) SK927050A 6 days ago - save job - original job Apply Now Other jobs you may like BUSINESS ANALYST Innovate It Consultancy Pty Ltd - Sydney Western Suburbs NSW 9 hours ago Easily apply to this job Business Analyst SoftLabs Pty Ltd - Sydney NSW 18 hours ago Easily apply to this job IT Business Analyst - URGENT Programmed Professionals - Sydney NSW Programmed - 1 day ago Business Analyst DFP Recruitment Services - Sydney NSW 1 day ago Business Analyst Hays - Sydney Central Business District NSW 1 day ago Business Analyst jobs in North Ryde NSW",https://au.indeed.com/viewjob?jk=964787a5c84d6a40&from=tp-serp&tk=1c3d5uqob10ar706
13,Senior Research Analyst - Industrials (Mid/Small Caps),Fulsearch,Sydney NSW,"$200,000 - $250,000 a year","You will be working for one of Australia's leading sell side equities houses, focussing on emerging companies. Senior Research Analyst - Industrials (Mid/ Small Caps) Your role You'll be responsible for maintaining all stock and industry models, writing research, dealing with corporate relationships and interacting with internal and external clients. The environment is challenging and demanding, but exciting and dynamic in one of Australia's leading sell side equities and research business. You'll also: maintain an in-depth knowledge of key companies and their sectors prepare research analysis reports and advise on investment ideas as well as write thematic sector pieces develop and maintain regular communication with company management teams, clients and our internal sales teams engage in financial modelling, forecasting and financial statement analysis participate in client marketing activities Your experience and skills You have: 5+ years' experience in Equity Research, major accounting firm, or a finance/strategy role in the Industrials sector, ideally Mid/Small Caps (including: aerospace and defence, industrial machinery, tools, lumber production, construction, waste management, manufactured housing, cement and metal fabrication.) Proven ability to critically review and analyse industry data You are: highly analytical, organized and able to multitask under tight time frames an excellent communicator, able to present recommendations and investment decisions persuasively competent in financial modelling, investment research, analysis and evaluation ideally possessing industry experience in Mid/Small Cap Industrials For a confidential discussion please email james@fulsearch.com or call direct on 0420562280. efinancialcareers AU - 2 days ago - save job - original job View or apply to job Other jobs you may like Senior Research Analyst MCS Consulting - Sydney NSW 9 hours ago Senior Research Analyst | Quantitative and Qu... CCInternational Recruitment - Sydney NSW 30+ days ago Easily apply to this job Senior Research Analyst jobs in Sydney NSW Jobs at Fulsearch in Sydney NSW",https://au.indeed.com/viewjob?jk=6b00299f69f93713&from=tp-serp&tk=1c3d5uqob10ar706
14,Technical Business Analyst - Fund Services,Mainstream Group Holdings Limited,Sydney NSW,"$90,000 a year",Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BBhZYZZ7bY_Q2-fWzXB8nQYCzWpr80zNz3fSsAHgtb9kSWSTCEDVtJC46uuzZ5ixSJ-vJXIr2LjyoVE09XUbf-8YFVPvyMwIQfLcKfKvIW3h2chonjYBi5RFRWGEpKwkadBi_DM1DZS0BMtXqzNHIq1QlvGA2RZzN2KpeXw0RNC7jfpX1gOBCHApuz5lpId_aaxW4skt_KzSQDjHUN7HNX5KaSiLQUPujSb3q-EmL6_F9TcUhj-ynkOC14wFsnwmVPwacTcslrZjydpa2M7ZHvCsUwd8bubquPs-sJsp7XebGWJvNc22kzIXMJtd4Ifkx-s8VVf8aIJirLQSRhBo0Y_R0xHL70cscNxuFBoQH3Lq6uv_ix9mkMzByAtu-xxj0QfzMQSqmY83P53ngtij7mVNJ-KKZXb8loKtCgRE_6_mXeCycw83h592Pcy5F5j2lQlCEzPI0S31906qV1ncRxrREuuqRoHd5WMWT0DK14eZLeH3JNJTAhcgLzbRRKq5XezPw-pkUAl5ruVaOyY6Oqvb4-mbNZ11dwFk8xL0oDUMMeUDx--w9qhuNHQYn3QwZ-IHbxNUy4jc92kmq8wPSWiJG5sLnSovPqcmMXAnhHbs4A8Cz0_Yl5kksJnr9b9CZf9JgTjUVVEMd1VZTv9Bt_PZW7RD-dmfr6LT75xVd9aVDph8QZ-aaCp66RmoHyP1KylFjwH-mw3y1tVfIH1vPpAjMaBo1eClEyR9_Y2ZlkQ5CZIWnx8OQCYhNZN2OChYFUZrJIj4OWYx04sGo29wG5QS5skbPfKgBu_T0936d51rk1uJ8dmOwglucFkJAK7sbjEeICONGwWA==&p=1&sk=&fvj=0&tk=1c3d5vi5l820vbh9&jsa=8582&oc=1&sal=1
15,Junior Project Manager / Business Analyst,GreySpark,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AS1H3Z8MmcmUW81XBR_csBW3fXPe7xtbhuADHv0kLAvCEsyNsh97ZgWHqOqBYJRtl3e6WFDhw-JRpELyyBtG0kQKNmEJnBJUfHeohiNfjoFllCN6IWj_0fIjjBdIEPURXV82dQ7lDdm9aHHkb8nrQPDkkOxXfLtZqlM8bBUwLSH07MW0M6rcbjMJRHCwqRntQ4TnSbwKOrlvJz7n-rRN6LZwLjdAYlLcwRrRqLtCqjovIpCTkwZC1Gh6v6xHhiqWuGfbRe1so58-0VBWcCQGBo-eGkLpXdcZAyG0wHs6e0n4d0ZggFwxhMOTquksMpEgy7gktpzfPpKDRGE1j2FAMy1ntndgkRsrbPTDggWgZP4e0iMr3sCffXiM010AV49jRmn4IF7YmxjTJvKOzKDH4R8_ZtGrCLEultwgJYP2pwt6MBxDyC7ghzvTfwli7XG1ea18DvvF9EcCdY2BisWkssrysAIRj1qi-8To5TOeHbmWeTYYS1Jgo4E64KVOQSnq_VVJIqdKrilwp84kiS1MpmMTANU-JLanAxDNUfYAnSWyGQSc9fZ9kQVtZk1qfD5FwX1AUZDUHh9k46cHuVFkWGKwmwWHecPNkFWgR8emDYy4idJ5Y0jUQalN0WOa0f_Hyqj2IDzGA9-UvqL3-NEA58lZyoMFioxS6XaBOBzro5QA==&p=2&sk=&fvj=0&tk=1c3d5vi5l820vbh9&jsa=8582&oc=1&sal=0
16,Junior Application Support Analyst,Robert Half Australia,Sydney NSW,"$50,000 - $60,000 a year",Failed to scrape,https://au.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BWbUDK5OJlu50f40uu6rqVlIUXiCSPm28hm6qorU_8ewdgXN1H4bfEDeak7TRthOOqjBFc_lAD8CMPWkaBqdG867LjOmXE9qtlKo9zABKl3SEQ86jAsGkvUiipCO75QK8s2Cfn_XAT3QLKdVfHMrKc-Aa0SHbWuiIpmE3RMN8EXZuzfgnOjr2uuUs0ud0qDD0Rjt1OVV307yOogVuBcEX48_G84AN0oPZ8u2GGxEepFhKXuivrzGG52iSbpun-eOE5DyTP5RY-2QkIHD57iWRi9Z0inhLKu3q4qa3gKSYHCLDqccnFyP53-Xs55Qdo9ESFA5jTsojr-jebMA0QctJM6jTxxTclCXo9TdYbuo_hQKReyc_yancPiQq9-9YMnG3BUmzn3kLhSk_Y8ZkN7UwycS-gS82GpG2CM3q2pqNV6P9AGYAAnJ-jZiTLXe2SFj3q3HVsJOD_r6_UNZJePhQvlfOC-FmBLiAq5j65d3Do8S3yVFIUxAIQyljpm9hTTln9Hb9Vg93SbXuPJhvY_EInnSw0Gi_PzI_0fTEZbVO82Bjsa-BaQf6PPOryEc-W0DGbF_pKqOdqzKIjFdwaGb5Srjm_-RC_Nn1R0oZUMRsdwruh-GbuyXCJpJgz2pF4cVhwSnn0PUMpZUIXwGVexIVFvM2Hf6WfspY=&p=3&sk=&fvj=0&tk=1c3d5vi5l820vbh9&jsa=8582&oc=1&sal=1
17,System/Business Design Analyst-Superannuation,Mercer,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=7634e4e6374671f7&fccid=d9f4e1b2980098ea
18,IT Business Support Analyst,Slade Group,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=05cf63fd183277bb&fccid=cf22bb71f10298ea
19,Workforce Planning Analyst,Employers Mutual,Newcastle NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=3eabd2b3dd18c0fd&fccid=fb2578e9e1010335
20,Reporting Process/ Business Analyst,Ethos BeathChapman,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=cf44e91bd526c695&fccid=12f7a39cc73d333f
21,Business Process Analyst - Insurance / Claims,Profusion Group,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=243405cfd145ac65&fccid=34aeee3382b744b8
22,Business Analyst Guildford,Hays,Sydney Western Suburbs NSW,"$120,000 a year",Failed to scrape,https://au.indeed.com/rc/clk?jk=5e2e96a2c25d58ae&fccid=31670bef3ae6497b
23,Country Road Group - Central Planning Analyst,Country Road,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=c4f33836d4fb53eb&fccid=38b1a25cdd00121f
24,Technical Business Analyst / Financial Compliance,The Network IT,Sydney NSW,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=c3c56fa64aa045c4&fccid=942446ab1f441985
25,Business Analyst (Business & Systems Analysis),Peoplebank,Canberra ACT,$90 - $110 an hour,Failed to scrape,https://au.indeed.com/rc/clk?jk=7170e6fcbdc5d1fb&fccid=c90e910978217fed
26,Portfolio Analyst,Equifax,Melbourne VIC,Nothing Found,Failed to scrape,https://au.indeed.com/rc/clk?jk=c2097260a056b076&fccid=34c446722f3cf576
